coreid,PreparationProperties,aec:associatedTaxa,chrono:ChronometricAge,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,flag_encoding_error,gbif:Identifier,gbif:Reference,gbif:identifiedByID,gbif:recordedByID,idigbio:recordId,obis:ExtendedMeasurementOrFact,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
d9b33746-50dd-4f35-ab10-a9993ab195d2,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458092,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,10,10.75,124.78,,,,,,,,100,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,4,,,,,,,,,http://n2t.net/ark:/65665/306c4c8ad-0339-47f6-a0aa-e9ea945382a6,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,EAR 1424,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,100,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,10 Apr 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
de8277ca-70b6-4623-82e9-9084506041e5,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907610,,,,,,PreservedSpecimen,,,579846,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3f899dcab-5f50-436a-97e4-d1853e96c770,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122608,C. Ross,,,,,,,Eonycteris spelaea,,,Male,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
f89f008c-a791-408e-b310-3e7a465be6b1,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14707005,,,,,,PreservedSpecimen,,,125190,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Suidae,,,,,,,Sus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Suidae, Suinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,Zamboanga,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/3dce3aadc-16d2-4d0f-b2fc-733a98b753af,,,Artiodactyla,,,,,,,,,,,Chordata,,Skull,,5743,E. Mearns,,,,,,,Sus scrofa,,,Unknown,scrofa,,,,,,,,,,,,,-- -- 1903,,,,,,,,1903,,,,,,,,,,
c235488d-7043-4376-918b-4a26e636b0be,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,286973,Malacostraca,,Invertebrate Zoology,,,,,Philippines,,,,,NMNH Extant Biology,,3,10.5792,121.792,,,,,,,,34,,,,,,Penaeidae,,USFC/A5126,,,,,Penaeus,,,,,,,,,,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Dendrobranchiata, Penaeidae","North Pacific Ocean, Sulu Sea, Philippines, Antique",,,,,,,,,2,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Panay Island, Dao, West of",,5126,,,,1357.0,,,1357.0,,,2,,,,,,,,,http://n2t.net/ark:/65665/333d6329a-d77b-49b6-9e4d-4c57e397e60b,,,Decapoda,,,,,,,,,,,Arthropoda,,Alcohol (Ethanol),,,United States Fish Commission,,,,,,,Penaeus monodon,Fabricius,,,monodon,34,Antique,,,,,,,Degrees Minutes Seconds,,,,,,,,,,,"North Pacific Ocean, Sulu Sea",1908,,,,,,,,,,
79a02929-6880-4a9f-a3f6-586f3967af37,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907610,,,,,,PreservedSpecimen,,,579843,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,Juvenile,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/322cf11d6-f019-4ed2-b901-8fd9b36a8e3d,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122605,C. Ross,,,,,,,Eonycteris spelaea,,,Female,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
d2ec1da1-1de2-4297-939f-3dda301020cc,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13940742,,,,,,PreservedSpecimen,,,573212,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,22,13.8,124.32,,,,,,,,53,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Catanduanes Province, Catanduanes Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Catanduanes Island,,Animalia,,,,,,,,,"Gigmoto, 1 Km N, 8.5 Km W",,,,,,,,,,200.0,,2,,,,,,,,,http://n2t.net/ark:/65665/3b500e7d9-c9ea-48f3-b1bf-c487b48707a6,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Remainder in Fluid,,EAR 1687,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,53,Catanduanes Province,,,,,,,Degrees Minutes Seconds,,,,22 Feb 1988,13 48 -- N,,124 19 -- E,,,,,1988,,,,,,,,,,
c6abd3ab-3790-4a1c-9d98-ae92c958df05,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,541939,Aves,,Birds,,Asia,,,Philippines,,Leyte Province,,,NMNH Extant Biology,,3,10.77,124.82,,,,,,,,93,,,,,,Phasianidae,,,,,,,Gallus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Aves, Galliformes, Phasianidae, Phasianinae","Asia, Philippines, Leyte, Leyte Province",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,Chick,,"Baybay, 8.5 km N, 2.5 km E, Mount Pangasugan",,,,,,,,,,500.0,,4,,,,,,,,,http://n2t.net/ark:/65665/3b51e1820-d1d0-4d14-9b23-b3f70c1cb225,,,Galliformes,,,,,,,,,,,Chordata,,Alcoholic: Whole,,,R. Utzurrum,,,,,,,Gallus gallus,,,unknown,gallus,93,Leyte,,,,,,,Degrees Minutes Seconds,,,,3 Apr 1987,10 46 -- N,,124 49 -- E,,,,,1987,,,,,,,,,,
99eaf401-1021-4c2d-8c03-7c96ce6e6ee1,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401342,,,,,,PreservedSpecimen,,,458726,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,10.77,124.82,,,,,,,,120,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,Mt. Pangasugan,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3df6c429a-e649-42f7-adaf-7c60a4354f73,,,Primates,,,,,,,,,,,Chordata,,Partial Skull,,LRH 3141,L. Heaney,,,,,,,Macaca fascicularis,,,Unknown,fascicularis,120,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,-- Apr 1987,10 46 -- N,,124 49 -- E,,,,,1987,,,,,,,,,,
4edd5132-71c5-430f-a4c7-7baf2dd8dc7f,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14431677,,,,,,PreservedSpecimen,,,449501,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,19,9.7167,124.117,,,,,,,,170,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Bohol Province, Bohol Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Bohol Island,,Animalia,,,,,,,Fetus,,"Bilar, 1 Km S, 1 Km E",,,,,,,,,,320.0,,6,,,,,,,,,http://n2t.net/ark:/65665/34d511950-76e8-44ac-9f44-5e8744f173e1,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,No Number,P. Heideman,,,,,,,Eonycteris spelaea,,,Female,spelaea,170,Bohol Province,,,,,,,Degrees Minutes Seconds,,,,19 Jun 1987,09 43 00 N,,124 07 00 E,,,,,1987,,,,,,,,,,
f8ec19b7-c5bb-41fb-8854-b82a03c3cf93,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458094,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,26,10.75,124.78,,,,,,,,85,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,3,,,,,,,,,http://n2t.net/ark:/65665/38cb663dd-d9db-4472-b507-97a8807ff0b6,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Skeleton,,RBU 0155,R. Utzurrum,,,,,,,Eonycteris spelaea,,,Male,spelaea,85,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,26 Mar 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
d08f5681-c25a-4374-af97-66860f5e1538,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,286972,Malacostraca,,Invertebrate Zoology,,,,,Philippines,,,,,NMNH Extant Biology,,18,7.05,125.65,,,,,,,,139,,,,,,Penaeidae,,USFC/A5255,,,,,Penaeus,,,,,,,,,,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Dendrobranchiata, Penaeidae","North Pacific Ocean, Gulf of Davao, Philippines, Davao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Mindanao Island, Dumalag Island, 4.5 Miles NE of",,5255,,,,183.0,,,183.0,,,5,,,,,,,,,http://n2t.net/ark:/65665/3c5768ba0-dcad-4da7-910a-12a346c0a320,,,Decapoda,,,,,,,,,,,Arthropoda,,Alcohol (Ethanol),,,United States Fish Commission,,,,,,,Penaeus monodon,Fabricius,,,monodon,139,Davao,,,,,,,Degrees Minutes Seconds,,,,,,,,,,,"North Pacific Ocean, Gulf of Davao",1908,,,,,,,,,,
5dc0f471-04a6-42bc-a3fb-5b667eac0525,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14601071,,,,,,PreservedSpecimen,,,254469,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,22,,,,,,,,,,112,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Panay",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Panay,,Animalia,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/377497201-eca4-4e4b-8309-4edfd48afe99,,,Primates,,,,,,,,,,,Chordata,,Fluid,,No Number,H. Kellers,,,,,,,Macaca fascicularis,,,Female,fascicularis,112,,,,,,,,,,,,22 Apr 1929,,,,,,,,1929,,,,,,,,,,
ce1b2262-5b6e-4e7a-ac7f-2438639f94bf,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907610,,,,,,PreservedSpecimen,,,579848,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3fda4d0b8-abfa-448b-b526-003b35e2b416,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122610,C. Ross,,,,,,,Eonycteris spelaea,,,Male,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
0b10a4b6-2707-4612-b011-1473093a8afe,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,139517,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,17,,,,,,,,,,168,,,,,,Carangidae,,,,,,,Trachinotus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippine Sea, Lagonoy Gulf; Atulayan Bay, Philippines, Camarines Sur, Philippine Archipelago, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,"Atulayan Bay, East Coast of Luzon, San Bernardino Strait To San Miguel Bay",,,,,,,,,,,,6,,,,,,,,,http://n2t.net/ark:/65665/350547f9e-5f05-4be0-a048-7c36e73fccd0,Specimen numbered 6.,,Perciformes,,,,,,,,,,,Chordata,,,,,,,,,,,,Trachinotus blochii,,,,blochii,168,Camarines Sur,,,,,,,,,,,1909 Jun 17 - 0000 00 00,,,,,,,"Pacific, Philippine Sea, Lagonoy Gulf; Atulayan Bay",1909,,,,,,,,,,
